B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
10.0,0.0,10.0,"Lakeview CCD, Lake County, Oregon",037,91632,41
11.0,11.0,0.0,"Corbett CCD, Multnomah County, Oregon",051,90663,41
16.0,16.0,0.0,"Skyline CCD, Multnomah County, Oregon",051,92975,41
0.0,0.0,0.0,"Cove CCD, Union County, Oregon",061,90714,41
0.0,0.0,0.0,"Starkey CCD, Union County, Oregon",061,93111,41
9.0,9.0,0.0,"Elgin CCD, Union County, Oregon",061,91037,41
101.0,36.0,65.0,"La Grande CCD, Union County, Oregon",061,91615,41
0.0,0.0,0.0,"Union CCD, Union County, Oregon",061,93281,41
0.0,0.0,0.0,"Yonna Valley-Poe Valley CCD, Klamath County, Oregon",035,93594,41
0.0,0.0,0.0,"East Marion CCD, Marion County, Oregon",047,90994,41
22.0,22.0,0.0,"Beavercreek CCD, Clackamas County, Oregon",005,90272,41
18.0,6.0,12.0,"Chehalem Mountains CCD, Washington County, Oregon",067,90510,41
0.0,0.0,0.0,"Langell Valley CCD, Klamath County, Oregon",035,91651,41
6624.0,3733.0,2891.0,"Rockcreek CCD, Washington County, Oregon",067,92678,41
0.0,0.0,0.0,"Wingville-Haines CCD, Baker County, Oregon",001,93555,41
20.0,14.0,6.0,"McKenzie River CCD, Lane County, Oregon",039,91719,41
0.0,0.0,0.0,"Middle Siuslaw River-Triangle Lake CCD, Lane County, Oregon",039,91889,41
37.0,20.0,17.0,"Florence CCD, Lane County, Oregon",039,91147,41
8.0,8.0,0.0,"Dunes City CCD, Lane County, Oregon",039,90943,41
27.0,6.0,21.0,"Hermiston-Umatilla CCD, Umatilla County, Oregon",059,91334,41
0.0,0.0,0.0,"Upper Siuslaw River CCD, Lane County, Oregon",039,93300,41
42.0,9.0,33.0,"Prineville CCD, Crook County, Oregon",013,92592,41
24.0,13.0,11.0,"Newport CCD, Lincoln County, Oregon",041,92133,41
92.0,53.0,39.0,"Lincoln City CCD, Lincoln County, Oregon",041,91674,41
23.0,23.0,0.0,"Milton-Freewater CCD, Umatilla County, Oregon",059,91929,41
40.0,40.0,0.0,"Umatilla Reservation CCD, Umatilla County, Oregon",059,93270,41
12684.0,7805.0,4879.0,"Portland East CCD, Multnomah County, Oregon",051,92518,41
3621.0,1457.0,2164.0,"Portland West CCD, Multnomah County, Oregon",051,92520,41
1960.0,1482.0,478.0,"Gresham CCD, Multnomah County, Oregon",051,91249,41
0.0,0.0,0.0,"West Bench CCD, Malheur County, Oregon",045,93442,41
56.0,56.0,0.0,"Sutherlin CCD, Douglas County, Oregon",019,93153,41
10.0,10.0,0.0,"Tillamook CCD, Tillamook County, Oregon",057,93213,41
53.0,53.0,0.0,"Neskowin CCD, Tillamook County, Oregon",057,92108,41
0.0,0.0,0.0,"Nehalem CCD, Tillamook County, Oregon",057,92091,41
0.0,0.0,0.0,"Carlton CCD, Yamhill County, Oregon",071,90459,41
23.0,20.0,3.0,"Dayton-Amity CCD, Yamhill County, Oregon",071,90816,41
213.0,165.0,48.0,"McMinnville CCD, Yamhill County, Oregon",071,91734,41
18.0,0.0,18.0,"Sheridan CCD, Yamhill County, Oregon",071,92890,41
124.0,96.0,28.0,"Newberg CCD, Yamhill County, Oregon",071,92125,41
0.0,0.0,0.0,"Hereford CCD, Baker County, Oregon",001,91326,41
0.0,0.0,0.0,"Halfway CCD, Baker County, Oregon",001,91258,41
0.0,0.0,0.0,"Eagle Valley CCD, Baker County, Oregon",001,90969,41
0.0,0.0,0.0,"Huntington CCD, Baker County, Oregon",001,91377,41
20.0,9.0,11.0,"Baker City CCD, Baker County, Oregon",001,90204,41
0.0,0.0,0.0,"Williams CCD, Josephine County, Oregon",033,93519,41
0.0,0.0,0.0,"Cave Junction CCD, Josephine County, Oregon",033,90493,41
61.0,22.0,39.0,"Grants Pass CCD, Josephine County, Oregon",033,91241,41
0.0,0.0,0.0,"Northwest Josephine CCD, Josephine County, Oregon",033,92295,41
7.0,7.0,0.0,"Wilderville CCD, Josephine County, Oregon",033,93485,41
26.0,16.0,10.0,"Chiloquin CCD, Klamath County, Oregon",035,90527,41
151.0,115.0,36.0,"Klamath Falls CCD, Klamath County, Oregon",035,91581,41
0.0,0.0,0.0,"Merrill CCD, Klamath County, Oregon",035,91870,41
1.0,1.0,0.0,"Malin CCD, Klamath County, Oregon",035,91785,41
0.0,0.0,0.0,"Keno CCD, Klamath County, Oregon",035,91564,41
2.0,2.0,0.0,"Crescent Lake CCD, Klamath County, Oregon",035,90731,41
76.0,61.0,15.0,"Pendleton CCD, Umatilla County, Oregon",059,92448,41
0.0,0.0,0.0,"Pilot Rock CCD, Umatilla County, Oregon",059,92465,41
0.0,0.0,0.0,"Umapine CCD, Umatilla County, Oregon",059,93264,41
5.0,5.0,0.0,"Weston CCD, Umatilla County, Oregon",059,93451,41
0.0,0.0,0.0,"Athena CCD, Umatilla County, Oregon",059,90170,41
0.0,0.0,0.0,"Siletz CCD, Lincoln County, Oregon",041,92907,41
0.0,0.0,0.0,"Toledo CCD, Lincoln County, Oregon",041,93230,41
4.0,4.0,0.0,"Waldport CCD, Lincoln County, Oregon",041,93349,41
0.0,0.0,0.0,"Eddyville CCD, Lincoln County, Oregon",041,91020,41
36.0,36.0,0.0,"Depoe Bay CCD, Lincoln County, Oregon",041,90884,41
52.0,52.0,0.0,"North Albany CCD, Benton County, Oregon",003,92142,41
13.0,3.0,10.0,"Southwest Benton CCD, Benton County, Oregon",003,93077,41
1811.0,598.0,1213.0,"Corvallis CCD, Benton County, Oregon",003,90680,41
0.0,0.0,0.0,"Southeast Benton CCD, Benton County, Oregon",003,93009,41
13.0,6.0,7.0,"North Benton CCD, Benton County, Oregon",003,92176,41
7.0,0.0,7.0,"Goble CCD, Columbia County, Oregon",009,91190,41
54.0,54.0,0.0,"St. Helens CCD, Columbia County, Oregon",009,92703,41
0.0,0.0,0.0,"Clatskanie CCD, Columbia County, Oregon",009,90544,41
15.0,8.0,7.0,"Rainier CCD, Columbia County, Oregon",009,92601,41
75.0,47.0,28.0,"Scappoose CCD, Columbia County, Oregon",009,92805,41
19.0,19.0,0.0,"Vernonia CCD, Columbia County, Oregon",009,93332,41
0.0,0.0,0.0,"Powell Butte CCD, Crook County, Oregon",013,92550,41
9.0,0.0,9.0,"Crooked River CCD, Crook County, Oregon",013,90765,41
2.0,0.0,2.0,"Moro CCD, Sherman County, Oregon",055,91989,41
0.0,0.0,0.0,"Wasco CCD, Sherman County, Oregon",055,93434,41
20.0,0.0,20.0,"Dufur CCD, Wasco County, Oregon",065,90935,41
0.0,0.0,0.0,"Antelope CCD, Wasco County, Oregon",065,90085,41
25.0,19.0,6.0,"The Dalles CCD, Wasco County, Oregon",065,93196,41
0.0,0.0,0.0,"Warm Springs CCD, Wasco County, Oregon",065,93400,41
13.0,13.0,0.0,"Drewsey CCD, Harney County, Oregon",025,90918,41
0.0,0.0,0.0,"Burns CCD, Harney County, Oregon",025,90391,41
0.0,0.0,0.0,"Diamond CCD, Harney County, Oregon",025,90901,41
17.0,17.0,0.0,"Lowell CCD, Lane County, Oregon",039,91700,41
0.0,0.0,0.0,"Oakridge CCD, Lane County, Oregon",039,92346,41
8.0,0.0,8.0,"Pleasant Hill CCD, Lane County, Oregon",039,92482,41
54.0,24.0,30.0,"Badger Mountain CCD, Lane County, Oregon",039,90187,41
9.0,9.0,0.0,"Marcola CCD, Lane County, Oregon",039,91802,41
25.0,16.0,9.0,"Cottage Grove CCD, Lane County, Oregon",039,90697,41
29.0,29.0,0.0,"Creswell CCD, Lane County, Oregon",039,90748,41
3233.0,1209.0,2024.0,"Eugene-Springfield CCD, Lane County, Oregon",039,91105,41
15.0,15.0,0.0,"Coburg CCD, Lane County, Oregon",039,90578,41
19.0,19.0,0.0,"Junction City CCD, Lane County, Oregon",039,91513,41
0.0,0.0,0.0,"Jordan Valley CCD, Malheur County, Oregon",045,91479,41
20.0,20.0,0.0,"Owyhee CCD, Malheur County, Oregon",045,92414,41
21.0,12.0,9.0,"Dead Ox Flat CCD, Malheur County, Oregon",045,90833,41
3.0,3.0,0.0,"Nyssa CCD, Malheur County, Oregon",045,92329,41
37.0,26.0,11.0,"Vale CCD, Malheur County, Oregon",045,93315,41
0.0,0.0,0.0,"Adrian CCD, Malheur County, Oregon",045,90017,41
0.0,0.0,0.0,"Brogan CCD, Malheur County, Oregon",045,90340,41
65.0,58.0,7.0,"Ontario CCD, Malheur County, Oregon",045,92397,41
15.0,15.0,0.0,"Malheur Junction CCD, Malheur County, Oregon",045,91768,41
0.0,0.0,0.0,"Juntura CCD, Malheur County, Oregon",045,91530,41
0.0,0.0,0.0,"Imnaha CCD, Wallowa County, Oregon",063,91394,41
2.0,2.0,0.0,"Wallowa CCD, Wallowa County, Oregon",063,93366,41
0.0,0.0,0.0,"Joseph CCD, Wallowa County, Oregon",063,91496,41
0.0,0.0,0.0,"Enterprise CCD, Wallowa County, Oregon",063,91071,41
0.0,0.0,0.0,"Flora CCD, Wallowa County, Oregon",063,91139,41
12087.0,8041.0,4046.0,"Beaverton-Hillsboro CCD, Washington County, Oregon",067,90289,41
39.0,29.0,10.0,"Coast Range CCD, Washington County, Oregon",067,90561,41
37.0,37.0,0.0,"North Plains CCD, Washington County, Oregon",067,92210,41
362.0,178.0,184.0,"Forest Grove-Cornelius CCD, Washington County, Oregon",067,91156,41
0.0,0.0,0.0,"Fossil CCD, Wheeler County, Oregon",069,91173,41
1705.0,921.0,784.0,"Salem CCD, Marion County, Oregon",047,92737,41
32.0,32.0,0.0,"Stayton CCD, Marion County, Oregon",047,93128,41
61.0,61.0,0.0,"Woodburn CCD, Marion County, Oregon",047,93570,41
78.0,40.0,38.0,"Jefferson CCD, Marion County, Oregon",047,91428,41
8.0,8.0,0.0,"St. Paul CCD, Marion County, Oregon",047,92720,41
0.0,0.0,0.0,"Mount Angel CCD, Marion County, Oregon",047,92006,41
17.0,17.0,0.0,"Silverton CCD, Marion County, Oregon",047,92941,41
41.0,9.0,32.0,"Hubbard CCD, Marion County, Oregon",047,91360,41
281.0,125.0,156.0,"Ashland CCD, Jackson County, Oregon",029,90119,41
20.0,11.0,9.0,"Butte Falls-Prospect CCD, Jackson County, Oregon",029,90408,41
488.0,378.0,110.0,"Medford CCD, Jackson County, Oregon",029,91836,41
3.0,3.0,0.0,"Sams Valley CCD, Jackson County, Oregon",029,92771,41
13.0,13.0,0.0,"Southwest Jackson CCD, Jackson County, Oregon",029,93094,41
0.0,0.0,0.0,"Eagle Point CCD, Jackson County, Oregon",029,90952,41
0.0,0.0,0.0,"Southeast Jackson CCD, Jackson County, Oregon",029,93026,41
24.0,24.0,0.0,"Northwest Jackson CCD, Jackson County, Oregon",029,92278,41
0.0,0.0,0.0,"Shady Cove CCD, Jackson County, Oregon",029,92873,41
0.0,0.0,0.0,"Elkton-Drain CCD, Douglas County, Oregon",019,91054,41
0.0,0.0,0.0,"North Umpqua CCD, Douglas County, Oregon",019,92244,41
28.0,28.0,0.0,"Reedsport CCD, Douglas County, Oregon",019,92652,41
9.0,9.0,0.0,"South Umpqua CCD, Douglas County, Oregon",019,93060,41
0.0,0.0,0.0,"Melrose CCD, Douglas County, Oregon",019,91853,41
0.0,0.0,0.0,"Kellogg-Yoncalla CCD, Douglas County, Oregon",019,91547,41
51.0,6.0,45.0,"Myrtle Creek-Riddle CCD, Douglas County, Oregon",019,92057,41
87.0,30.0,57.0,"Tenmile CCD, Douglas County, Oregon",019,93179,41
155.0,135.0,20.0,"Roseburg CCD, Douglas County, Oregon",019,92686,41
7.0,3.0,4.0,"John Day CCD, Grant County, Oregon",023,91462,41
0.0,0.0,0.0,"Prairie City CCD, Grant County, Oregon",023,92584,41
0.0,0.0,0.0,"Long Creek CCD, Grant County, Oregon",023,91683,41
0.0,0.0,0.0,"Seneca CCD, Grant County, Oregon",023,92856,41
7.0,0.0,7.0,"Warm Springs CCD, Jefferson County, Oregon",031,93383,41
19.0,15.0,4.0,"Culver CCD, Jefferson County, Oregon",031,90782,41
13.0,7.0,6.0,"Madras CCD, Jefferson County, Oregon",031,91751,41
0.0,0.0,0.0,"Ashwood CCD, Jefferson County, Oregon",031,90136,41
1.0,1.0,0.0,"Grandview CCD, Jefferson County, Oregon",031,91224,41
233.0,155.0,78.0,"Salem CCD, Polk County, Oregon",053,92754,41
79.0,31.0,48.0,"Dallas CCD, Polk County, Oregon",053,90799,41
3.0,3.0,0.0,"Falls City CCD, Polk County, Oregon",053,91122,41
2.0,0.0,2.0,"Willamina CCD, Polk County, Oregon",053,93502,41
155.0,38.0,117.0,"Monmouth-Independence CCD, Polk County, Oregon",053,91972,41
384.0,163.0,221.0,"Wilsonville CCD, Clackamas County, Oregon",005,93536,41
64.0,64.0,0.0,"Sandy CCD, Clackamas County, Oregon",005,92788,41
0.0,0.0,0.0,"Yoder CCD, Clackamas County, Oregon",005,93587,41
40.0,40.0,0.0,"Estacada CCD, Clackamas County, Oregon",005,91088,41
8.0,8.0,0.0,"Mulino CCD, Clackamas County, Oregon",005,92040,41
27.0,27.0,0.0,"Redland CCD, Clackamas County, Oregon",005,92618,41
4567.0,3338.0,1229.0,"Northwest Clackamas CCD, Clackamas County, Oregon",005,92261,41
65.0,65.0,0.0,"Canby CCD, Clackamas County, Oregon",005,90442,41
0.0,0.0,0.0,"Colton CCD, Clackamas County, Oregon",005,90595,41
48.0,48.0,0.0,"Molalla CCD, Clackamas County, Oregon",005,91955,41
68.0,68.0,0.0,"Mount Hood CCD, Clackamas County, Oregon",005,92023,41
663.0,253.0,410.0,"Bend CCD, Deschutes County, Oregon",017,90306,41
0.0,0.0,0.0,"Tumalo CCD, Deschutes County, Oregon",017,93247,41
91.0,31.0,60.0,"Redmond CCD, Deschutes County, Oregon",017,92635,41
20.0,10.0,10.0,"Sisters-Millican CCD, Deschutes County, Oregon",017,92958,41
0.0,0.0,0.0,"Mill City CCD, Linn County, Oregon",043,91904,41
260.0,88.0,172.0,"Albany CCD, Linn County, Oregon",043,90068,41
0.0,0.0,0.0,"Brownsville CCD, Linn County, Oregon",043,90374,41
34.0,11.0,23.0,"Sweet Home CCD, Linn County, Oregon",043,93162,41
119.0,63.0,56.0,"Lebanon CCD, Linn County, Oregon",043,91666,41
0.0,0.0,0.0,"East Linn CCD, Linn County, Oregon",043,90986,41
0.0,0.0,0.0,"Harrisburg CCD, Linn County, Oregon",043,91292,41
0.0,0.0,0.0,"Scio-Lacomb CCD, Linn County, Oregon",043,92822,41
0.0,0.0,0.0,"Beaver CCD, Tillamook County, Oregon",057,90255,41
0.0,0.0,0.0,"Bay City CCD, Tillamook County, Oregon",057,90238,41
